epoch,acc_train,acc_test,best_acc_test
0.000000,0.100000,0.233333,0.233333
10.000000,0.400000,0.400000,0.400000
20.000000,0.600000,0.466667,0.466667
30.000000,0.800000,0.466667,0.466667
40.000000,1.000000,0.566667,0.566667
50.000000,0.900000,0.666667,0.666667
60.000000,0.900000,0.600000,0.666667
70.000000,1.000000,0.633333,0.666667
80.000000,0.900000,0.766667,0.766667
90.000000,1.000000,0.666667,0.766667
100.000000,1.000000,0.700000,0.766667
110.000000,1.000000,0.666667,0.766667
120.000000,0.900000,0.733333,0.766667
130.000000,0.900000,0.766667,0.766667
140.000000,1.000000,0.766667,0.766667
150.000000,0.900000,0.766667,0.766667
160.000000,1.000000,0.766667,0.766667
170.000000,1.000000,0.733333,0.766667
180.000000,1.000000,0.766667,0.766667
190.000000,1.000000,0.766667,0.766667
200.000000,1.000000,0.766667,0.766667
210.000000,1.000000,0.766667,0.766667
220.000000,1.000000,0.766667,0.766667
230.000000,0.900000,0.766667,0.766667
240.000000,1.000000,0.766667,0.766667
250.000000,0.900000,0.766667,0.766667
260.000000,1.000000,0.766667,0.766667
270.000000,1.000000,0.766667,0.766667
280.000000,1.000000,0.766667,0.766667
290.000000,0.800000,0.766667,0.766667
300.000000,0.900000,0.766667,0.766667
310.000000,1.000000,0.766667,0.766667
320.000000,1.000000,0.766667,0.766667
330.000000,1.000000,0.766667,0.766667
340.000000,1.000000,0.766667,0.766667
350.000000,1.000000,0.766667,0.766667
360.000000,1.000000,0.766667,0.766667
370.000000,0.900000,0.766667,0.766667
380.000000,1.000000,0.800000,0.800000
390.000000,1.000000,0.766667,0.800000
400.000000,1.000000,0.766667,0.800000
410.000000,1.000000,0.766667,0.800000
420.000000,1.000000,0.766667,0.800000
430.000000,1.000000,0.766667,0.800000
440.000000,1.000000,0.766667,0.800000
450.000000,1.000000,0.766667,0.800000
460.000000,1.000000,0.766667,0.800000
470.000000,0.900000,0.766667,0.800000
480.000000,0.900000,0.766667,0.800000
490.000000,1.000000,0.766667,0.800000
500.000000,1.000000,0.733333,0.800000
510.000000,1.000000,0.766667,0.800000
520.000000,0.900000,0.766667,0.800000
530.000000,1.000000,0.766667,0.800000
540.000000,1.000000,0.766667,0.800000
550.000000,1.000000,0.766667,0.800000
