epoch,acc_train,acc_test,best_acc_test
2080.000000,1.000000,0.866667,0.933333
2090.000000,1.000000,0.900000,0.933333
2100.000000,1.000000,0.900000,0.933333
2110.000000,1.000000,0.933333,0.933333
2120.000000,1.000000,0.900000,0.933333
2130.000000,1.000000,0.900000,0.933333
2140.000000,0.800000,0.900000,0.933333
2150.000000,1.000000,0.900000,0.933333
2160.000000,1.000000,0.866667,0.933333
2170.000000,1.000000,0.900000,0.933333
2180.000000,0.900000,0.900000,0.933333
2190.000000,1.000000,0.900000,0.933333
2200.000000,1.000000,0.933333,0.933333
2210.000000,1.000000,0.900000,0.933333
2220.000000,1.000000,0.900000,0.933333
2230.000000,1.000000,0.933333,0.933333
2240.000000,1.000000,0.900000,0.933333
2250.000000,1.000000,0.900000,0.933333
2260.000000,1.000000,0.866667,0.933333
2270.000000,1.000000,0.900000,0.933333
2280.000000,1.000000,0.800000,0.933333
2290.000000,1.000000,0.900000,0.933333
2300.000000,0.900000,0.933333,0.933333
2310.000000,0.900000,0.900000,0.933333
2320.000000,0.900000,0.900000,0.933333
2330.000000,1.000000,0.900000,0.933333
2340.000000,1.000000,0.900000,0.933333
2350.000000,1.000000,0.900000,0.933333
2360.000000,1.000000,0.900000,0.933333
2370.000000,0.900000,0.933333,0.933333
2380.000000,1.000000,0.933333,0.933333
2390.000000,1.000000,0.933333,0.933333
2400.000000,1.000000,0.900000,0.933333
2410.000000,0.900000,0.933333,0.933333
2420.000000,0.900000,0.900000,0.933333
2430.000000,0.900000,0.900000,0.933333
2440.000000,0.800000,0.900000,0.933333
2450.000000,0.900000,0.900000,0.933333
2460.000000,1.000000,0.933333,0.933333
2470.000000,0.900000,0.900000,0.933333
2480.000000,1.000000,0.933333,0.933333
2490.000000,1.000000,0.900000,0.933333
2500.000000,1.000000,0.833333,0.933333
2510.000000,0.800000,0.900000,0.933333
2520.000000,1.000000,0.900000,0.933333
2530.000000,0.900000,0.900000,0.933333
2540.000000,1.000000,0.900000,0.933333
2550.000000,1.000000,0.900000,0.933333
2560.000000,1.000000,0.833333,0.933333
2570.000000,0.900000,0.900000,0.933333
2580.000000,0.900000,0.866667,0.933333
2590.000000,1.000000,0.900000,0.933333
2600.000000,0.900000,0.900000,0.933333
2610.000000,1.000000,0.900000,0.933333
2620.000000,1.000000,0.933333,0.933333
2630.000000,1.000000,0.900000,0.933333
2640.000000,0.900000,0.900000,0.933333
2650.000000,1.000000,0.933333,0.933333
2660.000000,1.000000,0.900000,0.933333
2670.000000,1.000000,0.900000,0.933333
2680.000000,0.900000,0.900000,0.933333
2690.000000,1.000000,0.900000,0.933333
2700.000000,0.900000,0.933333,0.933333
2710.000000,1.000000,0.900000,0.933333
2720.000000,1.000000,0.900000,0.933333
2730.000000,1.000000,0.900000,0.933333
2740.000000,1.000000,0.900000,0.933333
2750.000000,1.000000,0.900000,0.933333
2760.000000,0.900000,0.900000,0.933333
2770.000000,1.000000,0.900000,0.933333
2780.000000,1.000000,0.900000,0.933333
2790.000000,1.000000,0.933333,0.933333
2800.000000,1.000000,0.900000,0.933333
2810.000000,1.000000,0.900000,0.933333
2820.000000,0.800000,0.900000,0.933333
2830.000000,1.000000,0.900000,0.933333
2840.000000,1.000000,0.900000,0.933333
2850.000000,0.900000,0.866667,0.933333
2860.000000,1.000000,0.933333,0.933333
2870.000000,1.000000,0.933333,0.933333
2880.000000,1.000000,0.866667,0.933333
2890.000000,1.000000,0.933333,0.933333
2900.000000,0.900000,0.900000,0.933333
2910.000000,1.000000,0.900000,0.933333
2920.000000,1.000000,0.900000,0.933333
2930.000000,0.900000,0.900000,0.933333
2940.000000,1.000000,0.933333,0.933333
2950.000000,1.000000,0.900000,0.933333
2960.000000,1.000000,0.900000,0.933333
2970.000000,1.000000,0.900000,0.933333
2980.000000,1.000000,0.900000,0.933333
2990.000000,0.900000,0.900000,0.933333
3000.000000,1.000000,0.900000,0.933333
