epoch,acc_train,acc_test,best_acc_test
0.000000,0.600000,0.333333,0.333333
10.000000,0.600000,0.633333,0.633333
20.000000,0.800000,0.600000,0.633333
30.000000,0.900000,0.833333,0.833333
40.000000,0.900000,0.766667,0.833333
50.000000,1.000000,0.866667,0.866667
60.000000,0.900000,0.866667,0.866667
70.000000,1.000000,0.900000,0.900000
80.000000,1.000000,0.866667,0.900000
90.000000,1.000000,0.833333,0.900000
100.000000,0.900000,0.833333,0.900000
110.000000,1.000000,0.900000,0.900000
120.000000,1.000000,0.900000,0.900000
130.000000,1.000000,0.900000,0.900000
140.000000,1.000000,0.866667,0.900000
150.000000,1.000000,0.900000,0.900000
160.000000,1.000000,0.900000,0.900000
170.000000,0.900000,0.900000,0.900000
180.000000,1.000000,0.900000,0.900000
190.000000,1.000000,0.900000,0.900000
200.000000,1.000000,0.900000,0.900000
210.000000,1.000000,0.900000,0.900000
220.000000,1.000000,0.866667,0.900000
230.000000,1.000000,0.900000,0.900000
240.000000,1.000000,0.866667,0.900000
250.000000,1.000000,0.900000,0.900000
260.000000,0.900000,0.900000,0.900000
270.000000,1.000000,0.900000,0.900000
280.000000,0.900000,0.900000,0.900000
290.000000,0.900000,0.900000,0.900000
300.000000,1.000000,0.900000,0.900000
310.000000,0.900000,0.900000,0.900000
320.000000,1.000000,0.900000,0.900000
330.000000,1.000000,0.933333,0.933333
340.000000,1.000000,0.900000,0.933333
350.000000,0.900000,0.900000,0.933333
360.000000,1.000000,0.933333,0.933333
370.000000,1.000000,0.933333,0.933333
380.000000,1.000000,0.900000,0.933333
390.000000,1.000000,0.900000,0.933333
400.000000,1.000000,0.900000,0.933333
410.000000,0.900000,0.933333,0.933333
420.000000,0.900000,0.933333,0.933333
430.000000,0.900000,0.900000,0.933333
440.000000,0.900000,0.933333,0.933333
450.000000,1.000000,0.933333,0.933333
460.000000,1.000000,0.900000,0.933333
470.000000,0.800000,0.900000,0.933333
480.000000,1.000000,0.900000,0.933333
490.000000,1.000000,0.900000,0.933333
500.000000,1.000000,0.900000,0.933333
510.000000,1.000000,0.900000,0.933333
520.000000,0.900000,0.900000,0.933333
530.000000,1.000000,0.900000,0.933333
540.000000,0.800000,0.900000,0.933333
550.000000,1.000000,0.933333,0.933333
560.000000,1.000000,0.933333,0.933333
570.000000,1.000000,0.900000,0.933333
580.000000,1.000000,0.900000,0.933333
590.000000,0.900000,0.933333,0.933333
600.000000,1.000000,0.933333,0.933333
610.000000,1.000000,0.933333,0.933333
620.000000,1.000000,0.866667,0.933333
630.000000,1.000000,0.900000,0.933333
640.000000,0.900000,0.933333,0.933333
650.000000,1.000000,0.900000,0.933333
660.000000,1.000000,0.900000,0.933333
670.000000,1.000000,0.900000,0.933333
680.000000,1.000000,0.933333,0.933333
690.000000,1.000000,0.933333,0.933333
700.000000,1.000000,0.933333,0.933333
710.000000,0.900000,0.900000,0.933333
720.000000,0.900000,0.933333,0.933333
730.000000,1.000000,0.900000,0.933333
740.000000,1.000000,0.933333,0.933333
750.000000,0.900000,0.933333,0.933333
760.000000,1.000000,0.900000,0.933333
770.000000,1.000000,0.866667,0.933333
780.000000,1.000000,0.933333,0.933333
790.000000,1.000000,0.900000,0.933333
800.000000,1.000000,0.900000,0.933333
810.000000,1.000000,0.900000,0.933333
820.000000,0.800000,0.933333,0.933333
830.000000,1.000000,0.900000,0.933333
840.000000,1.000000,0.866667,0.933333
850.000000,1.000000,0.900000,0.933333
860.000000,1.000000,0.933333,0.933333
870.000000,0.900000,0.933333,0.933333
880.000000,1.000000,0.900000,0.933333
890.000000,1.000000,0.900000,0.933333
900.000000,1.000000,0.933333,0.933333
910.000000,1.000000,0.933333,0.933333
920.000000,1.000000,0.900000,0.933333
930.000000,1.000000,0.933333,0.933333
940.000000,1.000000,0.900000,0.933333
950.000000,1.000000,0.900000,0.933333
960.000000,1.000000,0.900000,0.933333
970.000000,1.000000,0.933333,0.933333
980.000000,1.000000,0.900000,0.933333
990.000000,1.000000,0.933333,0.933333
1000.000000,1.000000,0.900000,0.933333
1010.000000,1.000000,0.933333,0.933333
1020.000000,1.000000,0.900000,0.933333
1030.000000,1.000000,0.933333,0.933333
1040.000000,1.000000,0.900000,0.933333
1050.000000,1.000000,0.900000,0.933333
1060.000000,1.000000,0.866667,0.933333
1070.000000,1.000000,0.900000,0.933333
1080.000000,1.000000,0.900000,0.933333
1090.000000,1.000000,0.900000,0.933333
1100.000000,1.000000,0.900000,0.933333
1110.000000,0.900000,0.900000,0.933333
1120.000000,0.900000,0.900000,0.933333
1130.000000,1.000000,0.900000,0.933333
1140.000000,0.800000,0.900000,0.933333
1150.000000,1.000000,0.933333,0.933333
1160.000000,1.000000,0.933333,0.933333
1170.000000,1.000000,0.933333,0.933333
1180.000000,0.900000,0.900000,0.933333
1190.000000,1.000000,0.933333,0.933333
1200.000000,1.000000,0.900000,0.933333
1210.000000,0.800000,0.900000,0.933333
1220.000000,1.000000,0.900000,0.933333
1230.000000,1.000000,0.900000,0.933333
1240.000000,0.900000,0.900000,0.933333
1250.000000,0.900000,0.900000,0.933333
1260.000000,1.000000,0.900000,0.933333
1270.000000,1.000000,0.900000,0.933333
1280.000000,1.000000,0.900000,0.933333
1290.000000,0.900000,0.900000,0.933333
1300.000000,0.900000,0.900000,0.933333
1310.000000,1.000000,0.933333,0.933333
1320.000000,1.000000,0.900000,0.933333
1330.000000,1.000000,0.900000,0.933333
1340.000000,1.000000,0.900000,0.933333
1350.000000,1.000000,0.900000,0.933333
1360.000000,1.000000,0.900000,0.933333
1370.000000,1.000000,0.933333,0.933333
1380.000000,1.000000,0.933333,0.933333
1390.000000,0.900000,0.833333,0.933333
1400.000000,1.000000,0.933333,0.933333
1410.000000,0.800000,0.900000,0.933333
1420.000000,0.900000,0.866667,0.933333
1430.000000,1.000000,0.900000,0.933333
1440.000000,1.000000,0.900000,0.933333
1450.000000,1.000000,0.900000,0.933333
1460.000000,1.000000,0.933333,0.933333
1470.000000,1.000000,0.933333,0.933333
1480.000000,0.900000,0.933333,0.933333
1490.000000,1.000000,0.933333,0.933333
1500.000000,1.000000,0.866667,0.933333
1510.000000,1.000000,0.933333,0.933333
1520.000000,1.000000,0.933333,0.933333
1530.000000,0.900000,0.900000,0.933333
1540.000000,1.000000,0.933333,0.933333
1550.000000,0.900000,0.933333,0.933333
1560.000000,1.000000,0.900000,0.933333
1570.000000,1.000000,0.900000,0.933333
1580.000000,1.000000,0.933333,0.933333
1590.000000,1.000000,0.900000,0.933333
1600.000000,1.000000,0.900000,0.933333
1610.000000,0.900000,0.933333,0.933333
1620.000000,1.000000,0.900000,0.933333
1630.000000,1.000000,0.933333,0.933333
1640.000000,1.000000,0.900000,0.933333
1650.000000,0.900000,0.933333,0.933333
1660.000000,1.000000,0.900000,0.933333
1670.000000,1.000000,0.900000,0.933333
1680.000000,1.000000,0.933333,0.933333
1690.000000,1.000000,0.900000,0.933333
1700.000000,0.900000,0.900000,0.933333
1710.000000,0.900000,0.900000,0.933333
1720.000000,0.800000,0.900000,0.933333
1730.000000,0.900000,0.933333,0.933333
1740.000000,0.900000,0.900000,0.933333
1750.000000,0.900000,0.900000,0.933333
1760.000000,1.000000,0.900000,0.933333
1770.000000,0.900000,0.933333,0.933333
1780.000000,0.900000,0.900000,0.933333
1790.000000,1.000000,0.900000,0.933333
1800.000000,1.000000,0.900000,0.933333
1810.000000,1.000000,0.933333,0.933333
1820.000000,0.900000,0.933333,0.933333
1830.000000,1.000000,0.933333,0.933333
1840.000000,1.000000,0.933333,0.933333
1850.000000,1.000000,0.933333,0.933333
1860.000000,1.000000,0.900000,0.933333
1870.000000,1.000000,0.933333,0.933333
1880.000000,0.900000,0.900000,0.933333
1890.000000,0.900000,0.900000,0.933333
1900.000000,1.000000,0.900000,0.933333
1910.000000,1.000000,0.900000,0.933333
1920.000000,0.900000,0.900000,0.933333
1930.000000,1.000000,0.900000,0.933333
1940.000000,1.000000,0.900000,0.933333
1950.000000,1.000000,0.900000,0.933333
1960.000000,1.000000,0.900000,0.933333
1970.000000,1.000000,0.933333,0.933333
1980.000000,1.000000,0.933333,0.933333
1990.000000,0.800000,0.900000,0.933333
2000.000000,1.000000,0.933333,0.933333
2010.000000,1.000000,0.933333,0.933333
2020.000000,0.900000,0.900000,0.933333
2030.000000,0.900000,0.933333,0.933333
2040.000000,0.800000,0.933333,0.933333
2050.000000,0.700000,0.900000,0.933333
2060.000000,1.000000,0.933333,0.933333
2070.000000,1.000000,0.900000,0.933333
